Archivo: a280.tsp, semilla: 95215391

Permutacion Pos1: (518(Ciudad: 16133)) -> Pos2: (5495(Ciudad: 7185)). Coste sin permutar: 3.754329319091461E7, Coste con permutacion: 3.753350649616416E7

Permutacion Pos1: (17236(Ciudad: 15012)) -> Pos2: (16031(Ciudad: 18504)). Coste sin permutar: 3.753350649616416E7, Coste con permutacion: 3.752616334691413E7

Permutacion Pos1: (538(Ciudad: 548)) -> Pos2: (10086(Ciudad: 14216)). Coste sin permutar: 3.752616334691413E7, Coste con permutacion: 3.751921839515274E7

Permutacion Pos1: (7854(Ciudad: 7485)) -> Pos2: (17598(Ciudad: 2808)). Coste sin permutar: 3.751921839515274E7, Coste con permutacion: 3.751391826477105E7

Permutacion Pos1: (2636(Ciudad: 1977)) -> Pos2: (5709(Ciudad: 5697)). Coste sin permutar: 3.751391826477105E7, Coste con permutacion: 3.7508078703846514E7

Permutacion Pos1: (18195(Ciudad: 11183)) -> Pos2: (12460(Ciudad: 9574)). Coste sin permutar: 3.7508078703846514E7, Coste con permutacion: 3.750222378393491E7

Permutacion Pos1: (11208(Ciudad: 8287)) -> Pos2: (17035(Ciudad: 7160)). Coste sin permutar: 3.750222378393491E7, Coste con permutacion: 3.7493200904748075E7

Permutacion Pos1: (13342(Ciudad: 13770)) -> Pos2: (15821(Ciudad: 16292)). Coste sin permutar: 3.7493200904748075E7, Coste con permutacion: 3.74811384305625E7

Permutacion Pos1: (11174(Ciudad: 16000)) -> Pos2: (6643(Ciudad: 1821)). Coste sin permutar: 3.74811384305625E7, Coste con permutacion: 3.747565236082175E7

Permutacion Pos1: (13413(Ciudad: 6717)) -> Pos2: (18368(Ciudad: 11536)). Coste sin permutar: 3.747565236082175E7, Coste con permutacion: 3.746859190333574E7

Permutacion Pos1: (15253(Ciudad: 3343)) -> Pos2: (3495(Ciudad: 16398)). Coste sin permutar: 3.746859190333574E7, Coste con permutacion: 3.746488694922181E7

Permutacion Pos1: (18357(Ciudad: 3553)) -> Pos2: (3151(Ciudad: 5682)). Coste sin permutar: 3.746488694922181E7, Coste con permutacion: 3.745656529001792E7

Permutacion Pos1: (18175(Ciudad: 4983)) -> Pos2: (1554(Ciudad: 7262)). Coste sin permutar: 3.745656529001792E7, Coste con permutacion: 3.745076630461107E7

Permutacion Pos1: (5473(Ciudad: 9718)) -> Pos2: (2859(Ciudad: 12717)). Coste sin permutar: 3.745076630461107E7, Coste con permutacion: 3.744479429612677E7

Permutacion Pos1: (6463(Ciudad: 9412)) -> Pos2: (733(Ciudad: 2263)). Coste sin permutar: 3.744479429612677E7, Coste con permutacion: 3.743847404193588E7

Permutacion Pos1: (18082(Ciudad: 17779)) -> Pos2: (12522(Ciudad: 8289)). Coste sin permutar: 3.743847404193588E7, Coste con permutacion: 3.7432741908857316E7

Permutacion Pos1: (16263(Ciudad: 3742)) -> Pos2: (17866(Ciudad: 6594)). Coste sin permutar: 3.7432741908857316E7, Coste con permutacion: 3.7428739397528045E7

Permutacion Pos1: (10784(Ciudad: 10637)) -> Pos2: (5094(Ciudad: 12317)). Coste sin permutar: 3.7428739397528045E7, Coste con permutacion: 3.741668823329741E7

Permutacion Pos1: (10166(Ciudad: 13731)) -> Pos2: (17405(Ciudad: 13317)). Coste sin permutar: 3.741668823329741E7, Coste con permutacion: 3.741256359448553E7

Permutacion Pos1: (14888(Ciudad: 17507)) -> Pos2: (5467(Ciudad: 2730)). Coste sin permutar: 3.741256359448553E7, Coste con permutacion: 3.740740848076274E7

Permutacion Pos1: (5246(Ciudad: 10814)) -> Pos2: (6741(Ciudad: 11495)). Coste sin permutar: 3.740740848076274E7, Coste con permutacion: 3.739838124862659E7

Permutacion Pos1: (7934(Ciudad: 10219)) -> Pos2: (1493(Ciudad: 11280)). Coste sin permutar: 3.739838124862659E7, Coste con permutacion: 3.73919293804581E7

Permutacion Pos1: (795(Ciudad: 15880)) -> Pos2: (5422(Ciudad: 5987)). Coste sin permutar: 3.73919293804581E7, Coste con permutacion: 3.738645373302504E7

Permutacion Pos1: (16666(Ciudad: 16668)) -> Pos2: (10268(Ciudad: 16166)). Coste sin permutar: 3.738645373302504E7, Coste con permutacion: 3.737747598338301E7

Permutacion Pos1: (10694(Ciudad: 10204)) -> Pos2: (14457(Ciudad: 8371)). Coste sin permutar: 3.737747598338301E7, Coste con permutacion: 3.737160554193265E7

Permutacion Pos1: (3448(Ciudad: 6229)) -> Pos2: (17700(Ciudad: 14758)). Coste sin permutar: 3.737160554193265E7, Coste con permutacion: 3.73646896589833E7

Permutacion Pos1: (2801(Ciudad: 4460)) -> Pos2: (12290(Ciudad: 4921)). Coste sin permutar: 3.73646896589833E7, Coste con permutacion: 3.735814005297831E7

Permutacion Pos1: (16976(Ciudad: 844)) -> Pos2: (8333(Ciudad: 10961)). Coste sin permutar: 3.735814005297831E7, Coste con permutacion: 3.735256701245074E7

Permutacion Pos1: (1382(Ciudad: 10229)) -> Pos2: (12197(Ciudad: 14402)). Coste sin permutar: 3.735256701245074E7, Coste con permutacion: 3.734676721469648E7

Permutacion Pos1: (14269(Ciudad: 17425)) -> Pos2: (18429(Ciudad: 8842)). Coste sin permutar: 3.734676721469648E7, Coste con permutacion: 3.734236356377405E7

Permutacion Pos1: (17456(Ciudad: 8249)) -> Pos2: (757(Ciudad: 15552)). Coste sin permutar: 3.734236356377405E7, Coste con permutacion: 3.733634190009943E7

Permutacion Pos1: (16946(Ciudad: 9564)) -> Pos2: (7789(Ciudad: 17895)). Coste sin permutar: 3.733634190009943E7, Coste con permutacion: 3.7331228216773875E7

Permutacion Pos1: (16994(Ciudad: 7038)) -> Pos2: (14369(Ciudad: 13414)). Coste sin permutar: 3.7331228216773875E7, Coste con permutacion: 3.732652512772102E7

Permutacion Pos1: (1182(Ciudad: 17922)) -> Pos2: (18447(Ciudad: 6323)). Coste sin permutar: 3.732652512772102E7, Coste con permutacion: 3.73200660872392E7

Permutacion Pos1: (14397(Ciudad: 4947)) -> Pos2: (1757(Ciudad: 5473)). Coste sin permutar: 3.73200660872392E7, Coste con permutacion: 3.731064800097675E7

Permutacion Pos1: (8738(Ciudad: 16279)) -> Pos2: (17334(Ciudad: 6989)). Coste sin permutar: 3.731064800097675E7, Coste con permutacion: 3.730440277333604E7

Permutacion Pos1: (802(Ciudad: 3812)) -> Pos2: (3263(Ciudad: 14187)). Coste sin permutar: 3.730440277333604E7, Coste con permutacion: 3.729700484279158E7

Permutacion Pos1: (18310(Ciudad: 6951)) -> Pos2: (4022(Ciudad: 17562)). Coste sin permutar: 3.729700484279158E7, Coste con permutacion: 3.7290863746130005E7

Permutacion Pos1: (11690(Ciudad: 3855)) -> Pos2: (17932(Ciudad: 12545)). Coste sin permutar: 3.7290863746130005E7, Coste con permutacion: 3.7284033638712406E7

Permutacion Pos1: (6091(Ciudad: 18118)) -> Pos2: (16664(Ciudad: 13438)). Coste sin permutar: 3.7284033638712406E7, Coste con permutacion: 3.727883601405418E7

Permutacion Pos1: (7186(Ciudad: 4184)) -> Pos2: (9254(Ciudad: 14645)). Coste sin permutar: 3.727883601405418E7, Coste con permutacion: 3.7273144775297284E7

Permutacion Pos1: (9401(Ciudad: 16916)) -> Pos2: (9352(Ciudad: 11339)). Coste sin permutar: 3.7273144775297284E7, Coste con permutacion: 3.726742941867498E7

Permutacion Pos1: (469(Ciudad: 5172)) -> Pos2: (9053(Ciudad: 14173)). Coste sin permutar: 3.726742941867498E7, Coste con permutacion: 3.725908439858892E7

Permutacion Pos1: (7059(Ciudad: 4473)) -> Pos2: (10044(Ciudad: 12288)). Coste sin permutar: 3.725908439858892E7, Coste con permutacion: 3.724890641887973E7

Permutacion Pos1: (11914(Ciudad: 12238)) -> Pos2: (12130(Ciudad: 13284)). Coste sin permutar: 3.724890641887973E7, Coste con permutacion: 3.724232531418727E7

Permutacion Pos1: (15557(Ciudad: 13578)) -> Pos2: (9976(Ciudad: 14582)). Coste sin permutar: 3.724232531418727E7, Coste con permutacion: 3.7234494882296115E7

Permutacion Pos1: (12227(Ciudad: 16850)) -> Pos2: (14986(Ciudad: 2229)). Coste sin permutar: 3.7234494882296115E7, Coste con permutacion: 3.72295667520352E7

Permutacion Pos1: (7519(Ciudad: 18055)) -> Pos2: (14822(Ciudad: 14866)). Coste sin permutar: 3.72295667520352E7, Coste con permutacion: 3.722031469106731E7

Permutacion Pos1: (16907(Ciudad: 15443)) -> Pos2: (17688(Ciudad: 18070)). Coste sin permutar: 3.722031469106731E7, Coste con permutacion: 3.721378743103756E7

Permutacion Pos1: (7286(Ciudad: 13820)) -> Pos2: (17882(Ciudad: 1387)). Coste sin permutar: 3.721378743103756E7, Coste con permutacion: 3.72051212897994E7

Permutacion Pos1: (1090(Ciudad: 2532)) -> Pos2: (5504(Ciudad: 5959)). Coste sin permutar: 3.72051212897994E7, Coste con permutacion: 3.720038714580692E7

Permutacion Pos1: (12302(Ciudad: 3926)) -> Pos2: (2666(Ciudad: 16068)). Coste sin permutar: 3.720038714580692E7, Coste con permutacion: 3.719059397253727E7

Permutacion Pos1: (12415(Ciudad: 7876)) -> Pos2: (17217(Ciudad: 5976)). Coste sin permutar: 3.719059397253727E7, Coste con permutacion: 3.718440308082495E7

Permutacion Pos1: (6781(Ciudad: 17465)) -> Pos2: (11060(Ciudad: 2090)). Coste sin permutar: 3.718440308082495E7, Coste con permutacion: 3.717983767878497E7

Permutacion Pos1: (8233(Ciudad: 3619)) -> Pos2: (3059(Ciudad: 1746)). Coste sin permutar: 3.717983767878497E7, Coste con permutacion: 3.7175769153719485E7

Permutacion Pos1: (4039(Ciudad: 5146)) -> Pos2: (11954(Ciudad: 12873)). Coste sin permutar: 3.7175769153719485E7, Coste con permutacion: 3.717156854148073E7

Permutacion Pos1: (14011(Ciudad: 12382)) -> Pos2: (16455(Ciudad: 13327)). Coste sin permutar: 3.717156854148073E7, Coste con permutacion: 3.7161148833500646E7

Permutacion Pos1: (7625(Ciudad: 11087)) -> Pos2: (17408(Ciudad: 4438)). Coste sin permutar: 3.7161148833500646E7, Coste con permutacion: 3.715294095895517E7

Permutacion Pos1: (6283(Ciudad: 9881)) -> Pos2: (16996(Ciudad: 12868)). Coste sin permutar: 3.715294095895517E7, Coste con permutacion: 3.71458400853012E7

Permutacion Pos1: (18125(Ciudad: 7013)) -> Pos2: (11414(Ciudad: 5904)). Coste sin permutar: 3.71458400853012E7, Coste con permutacion: 3.7142176308567755E7

Permutacion Pos1: (1582(Ciudad: 9776)) -> Pos2: (13494(Ciudad: 6047)). Coste sin permutar: 3.7142176308567755E7, Coste con permutacion: 3.713471197631709E7

Permutacion Pos1: (33(Ciudad: 9090)) -> Pos2: (1480(Ciudad: 9668)). Coste sin permutar: 3.713471197631709E7, Coste con permutacion: 3.71293075388163E7

Permutacion Pos1: (2547(Ciudad: 13145)) -> Pos2: (16138(Ciudad: 9359)). Coste sin permutar: 3.71293075388163E7, Coste con permutacion: 3.712257556992376E7

Permutacion Pos1: (10236(Ciudad: 4004)) -> Pos2: (3650(Ciudad: 439)). Coste sin permutar: 3.712257556992376E7, Coste con permutacion: 3.7118073599164814E7

Permutacion Pos1: (18146(Ciudad: 6402)) -> Pos2: (7548(Ciudad: 16301)). Coste sin permutar: 3.7118073599164814E7, Coste con permutacion: 3.7112747308817394E7

Permutacion Pos1: (4391(Ciudad: 5967)) -> Pos2: (12537(Ciudad: 2625)). Coste sin permutar: 3.7112747308817394E7, Coste con permutacion: 3.7106521016399E7

Permutacion Pos1: (7768(Ciudad: 6907)) -> Pos2: (4283(Ciudad: 12376)). Coste sin permutar: 3.7106521016399E7, Coste con permutacion: 3.7101456559255116E7

Permutacion Pos1: (2028(Ciudad: 18100)) -> Pos2: (17908(Ciudad: 9481)). Coste sin permutar: 3.7101456559255116E7, Coste con permutacion: 3.709710656184609E7

Permutacion Pos1: (13432(Ciudad: 1537)) -> Pos2: (6587(Ciudad: 13594)). Coste sin permutar: 3.709710656184609E7, Coste con permutacion: 3.7092945158294514E7

Permutacion Pos1: (7397(Ciudad: 9020)) -> Pos2: (14097(Ciudad: 12352)). Coste sin permutar: 3.7092945158294514E7, Coste con permutacion: 3.708579861150143E7

Permutacion Pos1: (8745(Ciudad: 8264)) -> Pos2: (8032(Ciudad: 1763)). Coste sin permutar: 3.708579861150143E7, Coste con permutacion: 3.7078586726621404E7

Permutacion Pos1: (16427(Ciudad: 7093)) -> Pos2: (3387(Ciudad: 13388)). Coste sin permutar: 3.7078586726621404E7, Coste con permutacion: 3.7073635582490206E7

Permutacion Pos1: (16127(Ciudad: 15875)) -> Pos2: (4450(Ciudad: 18291)). Coste sin permutar: 3.7073635582490206E7, Coste con permutacion: 3.7066613671158224E7

Permutacion Pos1: (8642(Ciudad: 10345)) -> Pos2: (12737(Ciudad: 5062)). Coste sin permutar: 3.7066613671158224E7, Coste con permutacion: 3.705992106459802E7

Permutacion Pos1: (10368(Ciudad: 14782)) -> Pos2: (1909(Ciudad: 12954)). Coste sin permutar: 3.705992106459802E7, Coste con permutacion: 3.705388893616726E7

Permutacion Pos1: (9366(Ciudad: 16850)) -> Pos2: (14986(Ciudad: 850)). Coste sin permutar: 3.705388893616726E7, Coste con permutacion: 3.704942942279615E7

Permutacion Pos1: (3788(Ciudad: 16234)) -> Pos2: (9496(Ciudad: 3656)). Coste sin permutar: 3.704942942279615E7, Coste con permutacion: 3.704157588410337E7

Permutacion Pos1: (17100(Ciudad: 18129)) -> Pos2: (13980(Ciudad: 5109)). Coste sin permutar: 3.704157588410337E7, Coste con permutacion: 3.7036701492062E7

Permutacion Pos1: (8945(Ciudad: 14545)) -> Pos2: (13206(Ciudad: 16899)). Coste sin permutar: 3.7036701492062E7, Coste con permutacion: 3.703224113267159E7

Permutacion Pos1: (3248(Ciudad: 9475)) -> Pos2: (1843(Ciudad: 12398)). Coste sin permutar: 3.703224113267159E7, Coste con permutacion: 3.70276052083115E7

Permutacion Pos1: (4450(Ciudad: 1103)) -> Pos2: (7778(Ciudad: 15875)). Coste sin permutar: 3.70276052083115E7, Coste con permutacion: 3.7022178156621136E7

Permutacion Pos1: (2830(Ciudad: 7036)) -> Pos2: (1223(Ciudad: 15110)). Coste sin permutar: 3.7022178156621136E7, Coste con permutacion: 3.701672629669279E7

Permutacion Pos1: (4314(Ciudad: 2583)) -> Pos2: (5732(Ciudad: 15769)). Coste sin permutar: 3.701672629669279E7, Coste con permutacion: 3.7009317381094955E7

Permutacion Pos1: (4631(Ciudad: 12732)) -> Pos2: (16365(Ciudad: 3892)). Coste sin permutar: 3.7009317381094955E7, Coste con permutacion: 3.7003788791933924E7

Permutacion Pos1: (11002(Ciudad: 4635)) -> Pos2: (2025(Ciudad: 10307)). Coste sin permutar: 3.7003788791933924E7, Coste con permutacion: 3.699833851752106E7

Permutacion Pos1: (6218(Ciudad: 7277)) -> Pos2: (5047(Ciudad: 2390)). Coste sin permutar: 3.699833851752106E7, Coste con permutacion: 3.6995144853937075E7

Permutacion Pos1: (9540(Ciudad: 4069)) -> Pos2: (16190(Ciudad: 13262)). Coste sin permutar: 3.6995144853937075E7, Coste con permutacion: 3.698728412148909E7

Permutacion Pos1: (2864(Ciudad: 9621)) -> Pos2: (10329(Ciudad: 14957)). Coste sin permutar: 3.698728412148909E7, Coste con permutacion: 3.698209471393421E7

Permutacion Pos1: (8998(Ciudad: 2593)) -> Pos2: (6075(Ciudad: 818)). Coste sin permutar: 3.698209471393421E7, Coste con permutacion: 3.6973860171300955E7

Permutacion Pos1: (11719(Ciudad: 10690)) -> Pos2: (16303(Ciudad: 13606)). Coste sin permutar: 3.6973860171300955E7, Coste con permutacion: 3.696652155466398E7

Permutacion Pos1: (3081(Ciudad: 1368)) -> Pos2: (7183(Ciudad: 4643)). Coste sin permutar: 3.696652155466398E7, Coste con permutacion: 3.696154468469027E7

Permutacion Pos1: (1732(Ciudad: 6855)) -> Pos2: (17595(Ciudad: 5660)). Coste sin permutar: 3.696154468469027E7, Coste con permutacion: 3.695431569428279E7

Permutacion Pos1: (13333(Ciudad: 2102)) -> Pos2: (10298(Ciudad: 6252)). Coste sin permutar: 3.695431569428279E7, Coste con permutacion: 3.695062844414759E7

Permutacion Pos1: (4272(Ciudad: 13987)) -> Pos2: (16947(Ciudad: 5747)). Coste sin permutar: 3.695062844414759E7, Coste con permutacion: 3.694315477301444E7

Permutacion Pos1: (16490(Ciudad: 1631)) -> Pos2: (9089(Ciudad: 18376)). Coste sin permutar: 3.694315477301444E7, Coste con permutacion: 3.693833558103118E7

Permutacion Pos1: (9318(Ciudad: 13755)) -> Pos2: (17440(Ciudad: 633)). Coste sin permutar: 3.693833558103118E7, Coste con permutacion: 3.693210540182066E7

Permutacion Pos1: (486(Ciudad: 6990)) -> Pos2: (17636(Ciudad: 6695)). Coste sin permutar: 3.693210540182066E7, Coste con permutacion: 3.692767249565734E7

Permutacion Pos1: (4495(Ciudad: 3802)) -> Pos2: (2948(Ciudad: 3739)). Coste sin permutar: 3.692767249565734E7, Coste con permutacion: 3.692064389139551E7

Permutacion Pos1: (16359(Ciudad: 14633)) -> Pos2: (11882(Ciudad: 16666)). Coste sin permutar: 3.692064389139551E7, Coste con permutacion: 3.69136367178222E7

Permutacion Pos1: (3028(Ciudad: 7622)) -> Pos2: (16973(Ciudad: 9127)). Coste sin permutar: 3.69136367178222E7, Coste con permutacion: 3.690632417589006E7

Permutacion Pos1: (855(Ciudad: 13117)) -> Pos2: (13472(Ciudad: 6548)). Coste sin permutar: 3.690632417589006E7, Coste con permutacion: 3.6900786679692626E7

Permutacion Pos1: (8420(Ciudad: 9829)) -> Pos2: (12930(Ciudad: 12338)). Coste sin permutar: 3.6900786679692626E7, Coste con permutacion: 3.689294191025995E7

Permutacion Pos1: (13771(Ciudad: 5742)) -> Pos2: (4052(Ciudad: 11433)). Coste sin permutar: 3.689294191025995E7, Coste con permutacion: 3.688705204846599E7

Permutacion Pos1: (15484(Ciudad: 2781)) -> Pos2: (13440(Ciudad: 12420)). Coste sin permutar: 3.688705204846599E7, Coste con permutacion: 3.688133091841016E7

Permutacion Pos1: (4364(Ciudad: 15302)) -> Pos2: (10426(Ciudad: 10411)). Coste sin permutar: 3.688133091841016E7, Coste con permutacion: 3.6876380025274456E7

Permutacion Pos1: (9198(Ciudad: 15752)) -> Pos2: (11016(Ciudad: 8848)). Coste sin permutar: 3.6876380025274456E7, Coste con permutacion: 3.686635292939322E7

Permutacion Pos1: (15583(Ciudad: 10450)) -> Pos2: (17315(Ciudad: 12746)). Coste sin permutar: 3.686635292939322E7, Coste con permutacion: 3.685811264973299E7

Permutacion Pos1: (5538(Ciudad: 16764)) -> Pos2: (17504(Ciudad: 2165)). Coste sin permutar: 3.685811264973299E7, Coste con permutacion: 3.68485411692112E7

Permutacion Pos1: (9496(Ciudad: 9928)) -> Pos2: (8764(Ciudad: 16234)). Coste sin permutar: 3.68485411692112E7, Coste con permutacion: 3.684361908865212E7

Permutacion Pos1: (3520(Ciudad: 16148)) -> Pos2: (11116(Ciudad: 5362)). Coste sin permutar: 3.684361908865212E7, Coste con permutacion: 3.683887796205198E7

Permutacion Pos1: (10898(Ciudad: 4084)) -> Pos2: (13746(Ciudad: 6648)). Coste sin permutar: 3.683887796205198E7, Coste con permutacion: 3.6833726643572286E7

Permutacion Pos1: (17575(Ciudad: 16965)) -> Pos2: (4895(Ciudad: 948)). Coste sin permutar: 3.6833726643572286E7, Coste con permutacion: 3.68280980829813E7

Permutacion Pos1: (16722(Ciudad: 7048)) -> Pos2: (1769(Ciudad: 12710)). Coste sin permutar: 3.68280980829813E7, Coste con permutacion: 3.682360998727339E7

Permutacion Pos1: (8591(Ciudad: 6244)) -> Pos2: (1339(Ciudad: 15624)). Coste sin permutar: 3.682360998727339E7, Coste con permutacion: 3.6818589740937226E7

Permutacion Pos1: (17378(Ciudad: 17571)) -> Pos2: (17083(Ciudad: 8351)). Coste sin permutar: 3.6818589740937226E7, Coste con permutacion: 3.68122911841892E7

Permutacion Pos1: (10035(Ciudad: 3782)) -> Pos2: (7387(Ciudad: 13391)). Coste sin permutar: 3.68122911841892E7, Coste con permutacion: 3.6806134087052055E7

Permutacion Pos1: (14546(Ciudad: 15518)) -> Pos2: (3243(Ciudad: 9546)). Coste sin permutar: 3.6806134087052055E7, Coste con permutacion: 3.679969881131399E7

Permutacion Pos1: (1826(Ciudad: 4666)) -> Pos2: (6016(Ciudad: 10253)). Coste sin permutar: 3.679969881131399E7, Coste con permutacion: 3.67881479243933E7

Permutacion Pos1: (4769(Ciudad: 4785)) -> Pos2: (6446(Ciudad: 2946)). Coste sin permutar: 3.67881479243933E7, Coste con permutacion: 3.678254092256917E7

Permutacion Pos1: (17756(Ciudad: 11631)) -> Pos2: (8663(Ciudad: 2663)). Coste sin permutar: 3.678254092256917E7, Coste con permutacion: 3.677275884177595E7

Permutacion Pos1: (162(Ciudad: 6286)) -> Pos2: (13659(Ciudad: 14078)). Coste sin permutar: 3.677275884177595E7, Coste con permutacion: 3.676274579439524E7

Permutacion Pos1: (3442(Ciudad: 14323)) -> Pos2: (2477(Ciudad: 3936)). Coste sin permutar: 3.676274579439524E7, Coste con permutacion: 3.675682521766439E7

Permutacion Pos1: (17409(Ciudad: 8921)) -> Pos2: (167(Ciudad: 8317)). Coste sin permutar: 3.675682521766439E7, Coste con permutacion: 3.674275086648466E7

Permutacion Pos1: (15165(Ciudad: 3676)) -> Pos2: (14085(Ciudad: 4917)). Coste sin permutar: 3.674275086648466E7, Coste con permutacion: 3.673587223916933E7

Permutacion Pos1: (9614(Ciudad: 14811)) -> Pos2: (4104(Ciudad: 771)). Coste sin permutar: 3.673587223916933E7, Coste con permutacion: 3.673050192424142E7

Permutacion Pos1: (13528(Ciudad: 9189)) -> Pos2: (13168(Ciudad: 16814)). Coste sin permutar: 3.673050192424142E7, Coste con permutacion: 3.672160382041612E7

Permutacion Pos1: (10681(Ciudad: 2255)) -> Pos2: (5244(Ciudad: 12386)). Coste sin permutar: 3.672160382041612E7, Coste con permutacion: 3.6716909472099386E7

Permutacion Pos1: (2577(Ciudad: 16509)) -> Pos2: (17870(Ciudad: 3993)). Coste sin permutar: 3.6716909472099386E7, Coste con permutacion: 3.670942571180403E7

Permutacion Pos1: (18212(Ciudad: 11538)) -> Pos2: (16477(Ciudad: 6781)). Coste sin permutar: 3.670942571180403E7, Coste con permutacion: 3.669910080766692E7

Permutacion Pos1: (14562(Ciudad: 5080)) -> Pos2: (5470(Ciudad: 9958)). Coste sin permutar: 3.669910080766692E7, Coste con permutacion: 3.669141597038345E7

Permutacion Pos1: (15535(Ciudad: 15359)) -> Pos2: (3179(Ciudad: 18371)). Coste sin permutar: 3.669141597038345E7, Coste con permutacion: 3.6685428451505385E7

Permutacion Pos1: (1094(Ciudad: 4458)) -> Pos2: (8198(Ciudad: 10618)). Coste sin permutar: 3.6685428451505385E7, Coste con permutacion: 3.667876535020091E7

Permutacion Pos1: (677(Ciudad: 15008)) -> Pos2: (7326(Ciudad: 10105)). Coste sin permutar: 3.667876535020091E7, Coste con permutacion: 3.667183263853495E7

Permutacion Pos1: (17807(Ciudad: 285)) -> Pos2: (10712(Ciudad: 6758)). Coste sin permutar: 3.667183263853495E7, Coste con permutacion: 3.6667397695446074E7

Permutacion Pos1: (2125(Ciudad: 2020)) -> Pos2: (6030(Ciudad: 10543)). Coste sin permutar: 3.6667397695446074E7, Coste con permutacion: 3.666305081753053E7

Permutacion Pos1: (15932(Ciudad: 13520)) -> Pos2: (16652(Ciudad: 8286)). Coste sin permutar: 3.666305081753053E7, Coste con permutacion: 3.6658003101609275E7

Permutacion Pos1: (13635(Ciudad: 1577)) -> Pos2: (9817(Ciudad: 13323)). Coste sin permutar: 3.6658003101609275E7, Coste con permutacion: 3.6651181267120145E7

Permutacion Pos1: (7343(Ciudad: 16789)) -> Pos2: (16379(Ciudad: 1308)). Coste sin permutar: 3.6651181267120145E7, Coste con permutacion: 3.664704444048409E7

Permutacion Pos1: (14621(Ciudad: 12599)) -> Pos2: (6713(Ciudad: 7962)). Coste sin permutar: 3.664704444048409E7, Coste con permutacion: 3.6643527090328366E7

Permutacion Pos1: (15619(Ciudad: 12321)) -> Pos2: (3014(Ciudad: 12086)). Coste sin permutar: 3.6643527090328366E7, Coste con permutacion: 3.663616919545815E7

Permutacion Pos1: (16289(Ciudad: 14903)) -> Pos2: (1720(Ciudad: 7650)). Coste sin permutar: 3.663616919545815E7, Coste con permutacion: 3.663145866037319E7

Permutacion Pos1: (15268(Ciudad: 10230)) -> Pos2: (13835(Ciudad: 3589)). Coste sin permutar: 3.663145866037319E7, Coste con permutacion: 3.662692723154178E7

Permutacion Pos1: (10221(Ciudad: 7455)) -> Pos2: (6970(Ciudad: 1943)). Coste sin permutar: 3.662692723154178E7, Coste con permutacion: 3.6621464912904024E7

Permutacion Pos1: (9777(Ciudad: 12217)) -> Pos2: (15319(Ciudad: 541)). Coste sin permutar: 3.6621464912904024E7, Coste con permutacion: 3.6613341435299665E7

Permutacion Pos1: (10343(Ciudad: 17449)) -> Pos2: (5884(Ciudad: 15154)). Coste sin permutar: 3.6613341435299665E7, Coste con permutacion: 3.660977210368529E7

Permutacion Pos1: (8884(Ciudad: 12566)) -> Pos2: (9286(Ciudad: 704)). Coste sin permutar: 3.660977210368529E7, Coste con permutacion: 3.660103119407988E7

Permutacion Pos1: (14971(Ciudad: 15034)) -> Pos2: (14662(Ciudad: 12430)). Coste sin permutar: 3.660103119407988E7, Coste con permutacion: 3.659203700211051E7

Permutacion Pos1: (10106(Ciudad: 17471)) -> Pos2: (18492(Ciudad: 6840)). Coste sin permutar: 3.659203700211051E7, Coste con permutacion: 3.658520776347745E7

Permutacion Pos1: (12300(Ciudad: 17012)) -> Pos2: (17459(Ciudad: 5455)). Coste sin permutar: 3.658520776347745E7, Coste con permutacion: 3.657788572401569E7

Permutacion Pos1: (7254(Ciudad: 10326)) -> Pos2: (8566(Ciudad: 1388)). Coste sin permutar: 3.657788572401569E7, Coste con permutacion: 3.657186279303656E7

Permutacion Pos1: (10410(Ciudad: 17498)) -> Pos2: (18145(Ciudad: 10615)). Coste sin permutar: 3.657186279303656E7, Coste con permutacion: 3.656608903790083E7

Permutacion Pos1: (16359(Ciudad: 5824)) -> Pos2: (2249(Ciudad: 16666)). Coste sin permutar: 3.656608903790083E7, Coste con permutacion: 3.6558506478814E7

Permutacion Pos1: (1163(Ciudad: 8472)) -> Pos2: (15489(Ciudad: 8118)). Coste sin permutar: 3.6558506478814E7, Coste con permutacion: 3.655304061739967E7

Permutacion Pos1: (2769(Ciudad: 17183)) -> Pos2: (16029(Ciudad: 7954)). Coste sin permutar: 3.655304061739967E7, Coste con permutacion: 3.654544781447339E7

Permutacion Pos1: (6749(Ciudad: 8557)) -> Pos2: (245(Ciudad: 3328)). Coste sin permutar: 3.654544781447339E7, Coste con permutacion: 3.653347005649247E7

Permutacion Pos1: (7440(Ciudad: 5253)) -> Pos2: (6143(Ciudad: 11188)). Coste sin permutar: 3.653347005649247E7, Coste con permutacion: 3.6526449063596286E7

Permutacion Pos1: (9071(Ciudad: 7068)) -> Pos2: (13737(Ciudad: 1587)). Coste sin permutar: 3.6526449063596286E7, Coste con permutacion: 3.651992997875289E7

Permutacion Pos1: (10464(Ciudad: 12016)) -> Pos2: (14841(Ciudad: 16781)). Coste sin permutar: 3.651992997875289E7, Coste con permutacion: 3.651493165919258E7

