Archivo: a280.tsp, semilla: 53919521

Permutacion Pos1: (6825(Ciudad: 9419)) -> Pos2: (15263(Ciudad: 4850)). Coste sin permutar: 4.421323255228363E7, Coste con permutacion: 4.420516696458107E7

Permutacion Pos1: (12458(Ciudad: 7526)) -> Pos2: (190(Ciudad: 5232)). Coste sin permutar: 4.420516696458107E7, Coste con permutacion: 4.419467277857042E7

Permutacion Pos1: (4698(Ciudad: 6641)) -> Pos2: (17793(Ciudad: 10392)). Coste sin permutar: 4.419467277857042E7, Coste con permutacion: 4.4183313300542615E7

Permutacion Pos1: (17838(Ciudad: 14424)) -> Pos2: (1387(Ciudad: 13189)). Coste sin permutar: 4.4183313300542615E7, Coste con permutacion: 4.417300267446533E7

Permutacion Pos1: (15062(Ciudad: 7457)) -> Pos2: (18352(Ciudad: 17895)). Coste sin permutar: 4.417300267446533E7, Coste con permutacion: 4.416376881217595E7

Permutacion Pos1: (442(Ciudad: 6467)) -> Pos2: (9848(Ciudad: 14229)). Coste sin permutar: 4.416376881217595E7, Coste con permutacion: 4.4146411573485166E7

Permutacion Pos1: (17311(Ciudad: 17120)) -> Pos2: (9612(Ciudad: 10872)). Coste sin permutar: 4.4146411573485166E7, Coste con permutacion: 4.413339647666645E7

Permutacion Pos1: (3890(Ciudad: 6391)) -> Pos2: (13383(Ciudad: 7027)). Coste sin permutar: 4.413339647666645E7, Coste con permutacion: 4.412413396226818E7

Permutacion Pos1: (17338(Ciudad: 4928)) -> Pos2: (1766(Ciudad: 17871)). Coste sin permutar: 4.412413396226818E7, Coste con permutacion: 4.410762196377688E7

Permutacion Pos1: (12472(Ciudad: 1755)) -> Pos2: (6088(Ciudad: 38)). Coste sin permutar: 4.410762196377688E7, Coste con permutacion: 4.4097431818646E7

Permutacion Pos1: (16504(Ciudad: 14187)) -> Pos2: (782(Ciudad: 18298)). Coste sin permutar: 4.4097431818646E7, Coste con permutacion: 4.408770413382984E7

Permutacion Pos1: (14526(Ciudad: 4541)) -> Pos2: (13435(Ciudad: 17990)). Coste sin permutar: 4.408770413382984E7, Coste con permutacion: 4.4078387075036556E7

Permutacion Pos1: (75(Ciudad: 14961)) -> Pos2: (2228(Ciudad: 8395)). Coste sin permutar: 4.4078387075036556E7, Coste con permutacion: 4.407044307202387E7

Permutacion Pos1: (14167(Ciudad: 1450)) -> Pos2: (7073(Ciudad: 7874)). Coste sin permutar: 4.407044307202387E7, Coste con permutacion: 4.405525619473947E7

Permutacion Pos1: (10598(Ciudad: 47)) -> Pos2: (12618(Ciudad: 11257)). Coste sin permutar: 4.405525619473947E7, Coste con permutacion: 4.404313179827428E7

Permutacion Pos1: (12454(Ciudad: 15216)) -> Pos2: (2490(Ciudad: 12250)). Coste sin permutar: 4.404313179827428E7, Coste con permutacion: 4.403221126830584E7

Permutacion Pos1: (10700(Ciudad: 17466)) -> Pos2: (15951(Ciudad: 4112)). Coste sin permutar: 4.403221126830584E7, Coste con permutacion: 4.401908485126388E7

Permutacion Pos1: (8108(Ciudad: 2250)) -> Pos2: (5319(Ciudad: 2305)). Coste sin permutar: 4.401908485126388E7, Coste con permutacion: 4.400589784212446E7

Permutacion Pos1: (9295(Ciudad: 6992)) -> Pos2: (16372(Ciudad: 11701)). Coste sin permutar: 4.400589784212446E7, Coste con permutacion: 4.39972565563128E7

Permutacion Pos1: (7276(Ciudad: 15064)) -> Pos2: (1992(Ciudad: 13286)). Coste sin permutar: 4.39972565563128E7, Coste con permutacion: 4.398679012300337E7

Permutacion Pos1: (610(Ciudad: 12076)) -> Pos2: (2073(Ciudad: 6300)). Coste sin permutar: 4.398679012300337E7, Coste con permutacion: 4.397812879003018E7

Permutacion Pos1: (5674(Ciudad: 5667)) -> Pos2: (1630(Ciudad: 2565)). Coste sin permutar: 4.397812879003018E7, Coste con permutacion: 4.39706865529954E7

Permutacion Pos1: (16695(Ciudad: 14190)) -> Pos2: (528(Ciudad: 13888)). Coste sin permutar: 4.39706865529954E7, Coste con permutacion: 4.396208281674345E7

Permutacion Pos1: (17271(Ciudad: 3065)) -> Pos2: (3833(Ciudad: 17740)). Coste sin permutar: 4.396208281674345E7, Coste con permutacion: 4.3949480130293645E7

Permutacion Pos1: (17056(Ciudad: 10650)) -> Pos2: (17064(Ciudad: 11122)). Coste sin permutar: 4.3949480130293645E7, Coste con permutacion: 4.3942404205028675E7

Permutacion Pos1: (7221(Ciudad: 5158)) -> Pos2: (6635(Ciudad: 10763)). Coste sin permutar: 4.3942404205028675E7, Coste con permutacion: 4.3934164636837006E7

Permutacion Pos1: (8321(Ciudad: 8620)) -> Pos2: (16242(Ciudad: 13106)). Coste sin permutar: 4.3934164636837006E7, Coste con permutacion: 4.392172316204017E7

Permutacion Pos1: (14168(Ciudad: 4974)) -> Pos2: (3378(Ciudad: 12088)). Coste sin permutar: 4.392172316204017E7, Coste con permutacion: 4.3910524311485E7

Permutacion Pos1: (18027(Ciudad: 9893)) -> Pos2: (14223(Ciudad: 13496)). Coste sin permutar: 4.3910524311485E7, Coste con permutacion: 4.389989980364109E7

Permutacion Pos1: (16994(Ciudad: 3192)) -> Pos2: (3857(Ciudad: 9881)). Coste sin permutar: 4.389989980364109E7, Coste con permutacion: 4.389238800123434E7

Permutacion Pos1: (12289(Ciudad: 6271)) -> Pos2: (623(Ciudad: 17360)). Coste sin permutar: 4.389238800123434E7, Coste con permutacion: 4.387886489204482E7

Permutacion Pos1: (11765(Ciudad: 7300)) -> Pos2: (16022(Ciudad: 17257)). Coste sin permutar: 4.387886489204482E7, Coste con permutacion: 4.386766305918713E7

Permutacion Pos1: (1126(Ciudad: 3149)) -> Pos2: (8419(Ciudad: 6513)). Coste sin permutar: 4.386766305918713E7, Coste con permutacion: 4.385787366561083E7

Permutacion Pos1: (7188(Ciudad: 2829)) -> Pos2: (9972(Ciudad: 1505)). Coste sin permutar: 4.385787366561083E7, Coste con permutacion: 4.3850142469911724E7

Permutacion Pos1: (17260(Ciudad: 9970)) -> Pos2: (922(Ciudad: 13174)). Coste sin permutar: 4.3850142469911724E7, Coste con permutacion: 4.384219442050591E7

Permutacion Pos1: (6129(Ciudad: 10039)) -> Pos2: (3834(Ciudad: 16308)). Coste sin permutar: 4.384219442050591E7, Coste con permutacion: 4.382723136599886E7

Permutacion Pos1: (6133(Ciudad: 13141)) -> Pos2: (6694(Ciudad: 16307)). Coste sin permutar: 4.382723136599886E7, Coste con permutacion: 4.3812564475658834E7

Permutacion Pos1: (17520(Ciudad: 6787)) -> Pos2: (392(Ciudad: 13624)). Coste sin permutar: 4.3812564475658834E7, Coste con permutacion: 4.3803534115176596E7

Permutacion Pos1: (7605(Ciudad: 4483)) -> Pos2: (4488(Ciudad: 15123)). Coste sin permutar: 4.3803534115176596E7, Coste con permutacion: 4.37909986263304E7

Permutacion Pos1: (2273(Ciudad: 17339)) -> Pos2: (15168(Ciudad: 5906)). Coste sin permutar: 4.37909986263304E7, Coste con permutacion: 4.37791749366332E7

Permutacion Pos1: (3965(Ciudad: 7671)) -> Pos2: (1535(Ciudad: 15731)). Coste sin permutar: 4.37791749366332E7, Coste con permutacion: 4.377047267825145E7

Permutacion Pos1: (8793(Ciudad: 2310)) -> Pos2: (9730(Ciudad: 1964)). Coste sin permutar: 4.377047267825145E7, Coste con permutacion: 4.376027199843687E7

Permutacion Pos1: (12304(Ciudad: 7823)) -> Pos2: (283(Ciudad: 10)). Coste sin permutar: 4.376027199843687E7, Coste con permutacion: 4.374782653273746E7

Permutacion Pos1: (5320(Ciudad: 14348)) -> Pos2: (1006(Ciudad: 2405)). Coste sin permutar: 4.374782653273746E7, Coste con permutacion: 4.373458613159674E7

Permutacion Pos1: (8305(Ciudad: 3443)) -> Pos2: (10415(Ciudad: 879)). Coste sin permutar: 4.373458613159674E7, Coste con permutacion: 4.372649130120639E7

Permutacion Pos1: (3715(Ciudad: 14925)) -> Pos2: (2293(Ciudad: 10875)). Coste sin permutar: 4.372649130120639E7, Coste con permutacion: 4.371617016424647E7

Permutacion Pos1: (17330(Ciudad: 8200)) -> Pos2: (633(Ciudad: 10110)). Coste sin permutar: 4.371617016424647E7, Coste con permutacion: 4.370403950962369E7

Permutacion Pos1: (7403(Ciudad: 9315)) -> Pos2: (12967(Ciudad: 1682)). Coste sin permutar: 4.370403950962369E7, Coste con permutacion: 4.3695094368544854E7

Permutacion Pos1: (5974(Ciudad: 11568)) -> Pos2: (7755(Ciudad: 16377)). Coste sin permutar: 4.3695094368544854E7, Coste con permutacion: 4.368291508947777E7

Permutacion Pos1: (3875(Ciudad: 13711)) -> Pos2: (14581(Ciudad: 6880)). Coste sin permutar: 4.368291508947777E7, Coste con permutacion: 4.367258102057496E7

Permutacion Pos1: (9214(Ciudad: 14349)) -> Pos2: (1078(Ciudad: 1101)). Coste sin permutar: 4.367258102057496E7, Coste con permutacion: 4.366533239210701E7

Permutacion Pos1: (9453(Ciudad: 11993)) -> Pos2: (14944(Ciudad: 3156)). Coste sin permutar: 4.366533239210701E7, Coste con permutacion: 4.3656112825529106E7

Permutacion Pos1: (7375(Ciudad: 10021)) -> Pos2: (3928(Ciudad: 6856)). Coste sin permutar: 4.3656112825529106E7, Coste con permutacion: 4.364480336108486E7

Permutacion Pos1: (4284(Ciudad: 1119)) -> Pos2: (7719(Ciudad: 4515)). Coste sin permutar: 4.364480336108486E7, Coste con permutacion: 4.3633814836643554E7

Permutacion Pos1: (4393(Ciudad: 1987)) -> Pos2: (6052(Ciudad: 15235)). Coste sin permutar: 4.3633814836643554E7, Coste con permutacion: 4.3621598667399615E7

Permutacion Pos1: (8082(Ciudad: 9076)) -> Pos2: (18139(Ciudad: 7681)). Coste sin permutar: 4.3621598667399615E7, Coste con permutacion: 4.361125896054789E7

Permutacion Pos1: (18272(Ciudad: 8910)) -> Pos2: (10281(Ciudad: 9321)). Coste sin permutar: 4.361125896054789E7, Coste con permutacion: 4.360167824134388E7

Permutacion Pos1: (5315(Ciudad: 735)) -> Pos2: (9486(Ciudad: 15901)). Coste sin permutar: 4.360167824134388E7, Coste con permutacion: 4.3593127744915515E7

Permutacion Pos1: (9750(Ciudad: 7387)) -> Pos2: (13017(Ciudad: 10632)). Coste sin permutar: 4.3593127744915515E7, Coste con permutacion: 4.3583040323206104E7

Permutacion Pos1: (8239(Ciudad: 2919)) -> Pos2: (15758(Ciudad: 1746)). Coste sin permutar: 4.3583040323206104E7, Coste con permutacion: 4.3573120817190506E7

Permutacion Pos1: (16014(Ciudad: 17868)) -> Pos2: (17075(Ciudad: 11347)). Coste sin permutar: 4.3573120817190506E7, Coste con permutacion: 4.356554986499575E7

Permutacion Pos1: (16603(Ciudad: 4266)) -> Pos2: (6958(Ciudad: 18476)). Coste sin permutar: 4.356554986499575E7, Coste con permutacion: 4.355622873763601E7

Permutacion Pos1: (9609(Ciudad: 7741)) -> Pos2: (13256(Ciudad: 536)). Coste sin permutar: 4.355622873763601E7, Coste con permutacion: 4.354927407203081E7

Permutacion Pos1: (4599(Ciudad: 5573)) -> Pos2: (17133(Ciudad: 4506)). Coste sin permutar: 4.354927407203081E7, Coste con permutacion: 4.353651703857748E7

Permutacion Pos1: (12780(Ciudad: 7990)) -> Pos2: (697(Ciudad: 17226)). Coste sin permutar: 4.353651703857748E7, Coste con permutacion: 4.3528494888734125E7

Permutacion Pos1: (984(Ciudad: 13105)) -> Pos2: (17675(Ciudad: 11102)). Coste sin permutar: 4.3528494888734125E7, Coste con permutacion: 4.35197126789861E7

Permutacion Pos1: (5303(Ciudad: 4998)) -> Pos2: (9669(Ciudad: 11831)). Coste sin permutar: 4.35197126789861E7, Coste con permutacion: 4.351298133378362E7

Permutacion Pos1: (12719(Ciudad: 153)) -> Pos2: (11082(Ciudad: 6461)). Coste sin permutar: 4.351298133378362E7, Coste con permutacion: 4.350310024853635E7

Permutacion Pos1: (14030(Ciudad: 3162)) -> Pos2: (5071(Ciudad: 14732)). Coste sin permutar: 4.350310024853635E7, Coste con permutacion: 4.349355765486646E7

Permutacion Pos1: (6735(Ciudad: 4934)) -> Pos2: (3978(Ciudad: 13062)). Coste sin permutar: 4.349355765486646E7, Coste con permutacion: 4.348569474503216E7

Permutacion Pos1: (14436(Ciudad: 8994)) -> Pos2: (13941(Ciudad: 10601)). Coste sin permutar: 4.348569474503216E7, Coste con permutacion: 4.347162143247084E7

Permutacion Pos1: (6090(Ciudad: 16062)) -> Pos2: (14763(Ciudad: 16261)). Coste sin permutar: 4.347162143247084E7, Coste con permutacion: 4.346490771583801E7

Permutacion Pos1: (5706(Ciudad: 6580)) -> Pos2: (473(Ciudad: 16147)). Coste sin permutar: 4.346490771583801E7, Coste con permutacion: 4.3454268054559685E7

Permutacion Pos1: (10131(Ciudad: 17801)) -> Pos2: (15934(Ciudad: 5802)). Coste sin permutar: 4.3454268054559685E7, Coste con permutacion: 4.344777731311173E7

Permutacion Pos1: (7090(Ciudad: 16251)) -> Pos2: (14555(Ciudad: 15876)). Coste sin permutar: 4.344777731311173E7, Coste con permutacion: 4.344017752656746E7

Permutacion Pos1: (989(Ciudad: 3733)) -> Pos2: (5603(Ciudad: 6540)). Coste sin permutar: 4.344017752656746E7, Coste con permutacion: 4.3431362489127226E7

Permutacion Pos1: (9617(Ciudad: 7752)) -> Pos2: (15612(Ciudad: 717)). Coste sin permutar: 4.3431362489127226E7, Coste con permutacion: 4.342543550805273E7

Permutacion Pos1: (16713(Ciudad: 10690)) -> Pos2: (16299(Ciudad: 10023)). Coste sin permutar: 4.342543550805273E7, Coste con permutacion: 4.341550774346828E7

Permutacion Pos1: (6280(Ciudad: 12635)) -> Pos2: (12187(Ciudad: 14628)). Coste sin permutar: 4.341550774346828E7, Coste con permutacion: 4.340837996842442E7

Permutacion Pos1: (2906(Ciudad: 1738)) -> Pos2: (6119(Ciudad: 4121)). Coste sin permutar: 4.340837996842442E7, Coste con permutacion: 4.3399232095654696E7

Permutacion Pos1: (12201(Ciudad: 17771)) -> Pos2: (12826(Ciudad: 99)). Coste sin permutar: 4.3399232095654696E7, Coste con permutacion: 4.338828245564147E7

Permutacion Pos1: (15492(Ciudad: 16775)) -> Pos2: (9942(Ciudad: 8185)). Coste sin permutar: 4.338828245564147E7, Coste con permutacion: 4.338005719190844E7

Permutacion Pos1: (311(Ciudad: 16612)) -> Pos2: (18378(Ciudad: 10017)). Coste sin permutar: 4.338005719190844E7, Coste con permutacion: 4.336968703691987E7

Permutacion Pos1: (16424(Ciudad: 3008)) -> Pos2: (3849(Ciudad: 9825)). Coste sin permutar: 4.336968703691987E7, Coste con permutacion: 4.335785142657116E7

Permutacion Pos1: (2133(Ciudad: 7749)) -> Pos2: (441(Ciudad: 6646)). Coste sin permutar: 4.335785142657116E7, Coste con permutacion: 4.3348282280543245E7

Permutacion Pos1: (11304(Ciudad: 3256)) -> Pos2: (14610(Ciudad: 17080)). Coste sin permutar: 4.3348282280543245E7, Coste con permutacion: 4.3339423983092956E7

Permutacion Pos1: (13013(Ciudad: 6057)) -> Pos2: (1386(Ciudad: 1108)). Coste sin permutar: 4.3339423983092956E7, Coste con permutacion: 4.3328399094211385E7

Permutacion Pos1: (7400(Ciudad: 12229)) -> Pos2: (10223(Ciudad: 3306)). Coste sin permutar: 4.3328399094211385E7, Coste con permutacion: 4.331140724960636E7

Permutacion Pos1: (9978(Ciudad: 4232)) -> Pos2: (14173(Ciudad: 738)). Coste sin permutar: 4.331140724960636E7, Coste con permutacion: 4.3300563263876416E7

Permutacion Pos1: (6314(Ciudad: 3149)) -> Pos2: (8419(Ciudad: 11072)). Coste sin permutar: 4.3300563263876416E7, Coste con permutacion: 4.3290100960525535E7

Permutacion Pos1: (5301(Ciudad: 11103)) -> Pos2: (2609(Ciudad: 4461)). Coste sin permutar: 4.3290100960525535E7, Coste con permutacion: 4.328175929096114E7

Permutacion Pos1: (12960(Ciudad: 7742)) -> Pos2: (15548(Ciudad: 12090)). Coste sin permutar: 4.328175929096114E7, Coste con permutacion: 4.32748560555135E7

Permutacion Pos1: (267(Ciudad: 12595)) -> Pos2: (7945(Ciudad: 9867)). Coste sin permutar: 4.32748560555135E7, Coste con permutacion: 4.3261595002442084E7

Permutacion Pos1: (13517(Ciudad: 4884)) -> Pos2: (17613(Ciudad: 14994)). Coste sin permutar: 4.3261595002442084E7, Coste con permutacion: 4.32550575548095E7

Permutacion Pos1: (13212(Ciudad: 7418)) -> Pos2: (195(Ciudad: 10903)). Coste sin permutar: 4.32550575548095E7, Coste con permutacion: 4.324669174982871E7

Permutacion Pos1: (12932(Ciudad: 5529)) -> Pos2: (14629(Ciudad: 13452)). Coste sin permutar: 4.324669174982871E7, Coste con permutacion: 4.323326733068106E7

Permutacion Pos1: (18396(Ciudad: 107)) -> Pos2: (11905(Ciudad: 17510)). Coste sin permutar: 4.323326733068106E7, Coste con permutacion: 4.321986759910209E7

Permutacion Pos1: (10918(Ciudad: 3851)) -> Pos2: (4405(Ciudad: 3648)). Coste sin permutar: 4.321986759910209E7, Coste con permutacion: 4.3209818757663675E7

Permutacion Pos1: (3469(Ciudad: 933)) -> Pos2: (9970(Ciudad: 3288)). Coste sin permutar: 4.3209818757663675E7, Coste con permutacion: 4.3201552566066116E7

Permutacion Pos1: (14919(Ciudad: 3983)) -> Pos2: (13501(Ciudad: 18288)). Coste sin permutar: 4.3201552566066116E7, Coste con permutacion: 4.319176911834866E7

Permutacion Pos1: (11218(Ciudad: 11932)) -> Pos2: (5337(Ciudad: 137)). Coste sin permutar: 4.319176911834866E7, Coste con permutacion: 4.318443352475859E7

Permutacion Pos1: (12056(Ciudad: 14892)) -> Pos2: (12542(Ciudad: 17692)). Coste sin permutar: 4.318443352475859E7, Coste con permutacion: 4.317564010742879E7

Permutacion Pos1: (18317(Ciudad: 7493)) -> Pos2: (8532(Ciudad: 5352)). Coste sin permutar: 4.317564010742879E7, Coste con permutacion: 4.316701423613551E7

Permutacion Pos1: (11901(Ciudad: 10121)) -> Pos2: (13320(Ciudad: 17555)). Coste sin permutar: 4.316701423613551E7, Coste con permutacion: 4.315141184792793E7

Permutacion Pos1: (10784(Ciudad: 3619)) -> Pos2: (3061(Ciudad: 366)). Coste sin permutar: 4.315141184792793E7, Coste con permutacion: 4.3142121699809656E7

Permutacion Pos1: (6808(Ciudad: 1698)) -> Pos2: (6444(Ciudad: 11855)). Coste sin permutar: 4.3142121699809656E7, Coste con permutacion: 4.3131380097324066E7

Permutacion Pos1: (4511(Ciudad: 7627)) -> Pos2: (10204(Ciudad: 11415)). Coste sin permutar: 4.3131380097324066E7, Coste con permutacion: 4.311975873235531E7

Permutacion Pos1: (8107(Ciudad: 6218)) -> Pos2: (4186(Ciudad: 10997)). Coste sin permutar: 4.311975873235531E7, Coste con permutacion: 4.3110449403504685E7

Permutacion Pos1: (7834(Ciudad: 17714)) -> Pos2: (17024(Ciudad: 1131)). Coste sin permutar: 4.3110449403504685E7, Coste con permutacion: 4.310258710028575E7

Permutacion Pos1: (16307(Ciudad: 4007)) -> Pos2: (4525(Ciudad: 18449)). Coste sin permutar: 4.310258710028575E7, Coste con permutacion: 4.309313605293098E7

Permutacion Pos1: (13487(Ciudad: 816)) -> Pos2: (8931(Ciudad: 4175)). Coste sin permutar: 4.309313605293098E7, Coste con permutacion: 4.3082902742812425E7

Permutacion Pos1: (776(Ciudad: 11580)) -> Pos2: (15640(Ciudad: 14390)). Coste sin permutar: 4.3082902742812425E7, Coste con permutacion: 4.307305882939192E7

Permutacion Pos1: (8443(Ciudad: 5541)) -> Pos2: (10188(Ciudad: 3090)). Coste sin permutar: 4.307305882939192E7, Coste con permutacion: 4.3063119548341E7

Permutacion Pos1: (12888(Ciudad: 9210)) -> Pos2: (13816(Ciudad: 17805)). Coste sin permutar: 4.3063119548341E7, Coste con permutacion: 4.305474841625867E7

Permutacion Pos1: (4256(Ciudad: 11279)) -> Pos2: (10160(Ciudad: 8078)). Coste sin permutar: 4.305474841625867E7, Coste con permutacion: 4.304523710733624E7

Permutacion Pos1: (10213(Ciudad: 10481)) -> Pos2: (1490(Ciudad: 9378)). Coste sin permutar: 4.304523710733624E7, Coste con permutacion: 4.3038830237712264E7

Permutacion Pos1: (1293(Ciudad: 4496)) -> Pos2: (5110(Ciudad: 14493)). Coste sin permutar: 4.3038830237712264E7, Coste con permutacion: 4.303138814674461E7

Permutacion Pos1: (4814(Ciudad: 15512)) -> Pos2: (3230(Ciudad: 5774)). Coste sin permutar: 4.303138814674461E7, Coste con permutacion: 4.302105420145485E7

Permutacion Pos1: (7827(Ciudad: 15020)) -> Pos2: (5717(Ciudad: 9142)). Coste sin permutar: 4.302105420145485E7, Coste con permutacion: 4.3010276603148006E7

Permutacion Pos1: (2901(Ciudad: 14078)) -> Pos2: (162(Ciudad: 6845)). Coste sin permutar: 4.3010276603148006E7, Coste con permutacion: 4.300317920063381E7

Permutacion Pos1: (4882(Ciudad: 17766)) -> Pos2: (13684(Ciudad: 4994)). Coste sin permutar: 4.300317920063381E7, Coste con permutacion: 4.299624102886282E7

Permutacion Pos1: (2730(Ciudad: 3502)) -> Pos2: (6436(Ciudad: 3944)). Coste sin permutar: 4.299624102886282E7, Coste con permutacion: 4.2983539104401015E7

Permutacion Pos1: (5356(Ciudad: 573)) -> Pos2: (13032(Ciudad: 6696)). Coste sin permutar: 4.2983539104401015E7, Coste con permutacion: 4.297244445067703E7

Permutacion Pos1: (5277(Ciudad: 8901)) -> Pos2: (16443(Ciudad: 6667)). Coste sin permutar: 4.297244445067703E7, Coste con permutacion: 4.296329818662493E7

Permutacion Pos1: (4304(Ciudad: 11343)) -> Pos2: (6936(Ciudad: 3009)). Coste sin permutar: 4.296329818662493E7, Coste con permutacion: 4.2954565992271766E7

Permutacion Pos1: (8718(Ciudad: 13082)) -> Pos2: (10126(Ciudad: 11507)). Coste sin permutar: 4.2954565992271766E7, Coste con permutacion: 4.294601271185125E7

Permutacion Pos1: (8352(Ciudad: 16357)) -> Pos2: (6394(Ciudad: 925)). Coste sin permutar: 4.294601271185125E7, Coste con permutacion: 4.293138044964297E7

Permutacion Pos1: (4927(Ciudad: 15154)) -> Pos2: (10339(Ciudad: 14691)). Coste sin permutar: 4.293138044964297E7, Coste con permutacion: 4.292361847897237E7

Permutacion Pos1: (17306(Ciudad: 4800)) -> Pos2: (1910(Ciudad: 11432)). Coste sin permutar: 4.292361847897237E7, Coste con permutacion: 4.2913998025249474E7

Permutacion Pos1: (3056(Ciudad: 16561)) -> Pos2: (7856(Ciudad: 4302)). Coste sin permutar: 4.2913998025249474E7, Coste con permutacion: 4.2903817604126476E7

Permutacion Pos1: (2081(Ciudad: 4981)) -> Pos2: (7458(Ciudad: 4490)). Coste sin permutar: 4.2903817604126476E7, Coste con permutacion: 4.289689097578068E7

Permutacion Pos1: (16481(Ciudad: 17564)) -> Pos2: (14123(Ciudad: 16648)). Coste sin permutar: 4.289689097578068E7, Coste con permutacion: 4.288490298307623E7

Permutacion Pos1: (2373(Ciudad: 10947)) -> Pos2: (948(Ciudad: 14406)). Coste sin permutar: 4.288490298307623E7, Coste con permutacion: 4.287701006038531E7

Permutacion Pos1: (7219(Ciudad: 15525)) -> Pos2: (3325(Ciudad: 5531)). Coste sin permutar: 4.287701006038531E7, Coste con permutacion: 4.2868439058233835E7

Permutacion Pos1: (7334(Ciudad: 15755)) -> Pos2: (6450(Ciudad: 11830)). Coste sin permutar: 4.2868439058233835E7, Coste con permutacion: 4.285856404296927E7

Permutacion Pos1: (5095(Ciudad: 10220)) -> Pos2: (4170(Ciudad: 10637)). Coste sin permutar: 4.285856404296927E7, Coste con permutacion: 4.285147506517015E7

Permutacion Pos1: (10660(Ciudad: 5974)) -> Pos2: (1268(Ciudad: 311)). Coste sin permutar: 4.285147506517015E7, Coste con permutacion: 4.28405505337679E7

Permutacion Pos1: (18284(Ciudad: 5494)) -> Pos2: (6185(Ciudad: 16125)). Coste sin permutar: 4.28405505337679E7, Coste con permutacion: 4.282806262629865E7

Permutacion Pos1: (11984(Ciudad: 11415)) -> Pos2: (4511(Ciudad: 15942)). Coste sin permutar: 4.282806262629865E7, Coste con permutacion: 4.2819192144961685E7

Permutacion Pos1: (11651(Ciudad: 8136)) -> Pos2: (14914(Ciudad: 13212)). Coste sin permutar: 4.2819192144961685E7, Coste con permutacion: 4.280773611444981E7

Permutacion Pos1: (2123(Ciudad: 2761)) -> Pos2: (4138(Ciudad: 14852)). Coste sin permutar: 4.280773611444981E7, Coste con permutacion: 4.28001625055559E7

Permutacion Pos1: (16846(Ciudad: 2890)) -> Pos2: (4010(Ciudad: 12795)). Coste sin permutar: 4.28001625055559E7, Coste con permutacion: 4.279101396948689E7

Permutacion Pos1: (1493(Ciudad: 14838)) -> Pos2: (13596(Ciudad: 6473)). Coste sin permutar: 4.279101396948689E7, Coste con permutacion: 4.277971988372463E7

Permutacion Pos1: (14187(Ciudad: 17699)) -> Pos2: (14248(Ciudad: 12622)). Coste sin permutar: 4.277971988372463E7, Coste con permutacion: 4.2768710554485224E7

Permutacion Pos1: (9278(Ciudad: 9503)) -> Pos2: (3612(Ciudad: 15763)). Coste sin permutar: 4.2768710554485224E7, Coste con permutacion: 4.2760172024251185E7

Permutacion Pos1: (16589(Ciudad: 8762)) -> Pos2: (15698(Ciudad: 12122)). Coste sin permutar: 4.2760172024251185E7, Coste con permutacion: 4.275018774796833E7

Permutacion Pos1: (10952(Ciudad: 7963)) -> Pos2: (15454(Ciudad: 8749)). Coste sin permutar: 4.275018774796833E7, Coste con permutacion: 4.274174075406332E7

Permutacion Pos1: (11362(Ciudad: 13345)) -> Pos2: (8927(Ciudad: 203)). Coste sin permutar: 4.274174075406332E7, Coste con permutacion: 4.2735512807007E7

Permutacion Pos1: (10386(Ciudad: 6184)) -> Pos2: (10044(Ciudad: 7078)). Coste sin permutar: 4.2735512807007E7, Coste con permutacion: 4.272846712308762E7

Permutacion Pos1: (17117(Ciudad: 4928)) -> Pos2: (1766(Ciudad: 12387)). Coste sin permutar: 4.272846712308762E7, Coste con permutacion: 4.271912984911998E7

Permutacion Pos1: (457(Ciudad: 4777)) -> Pos2: (10803(Ciudad: 14255)). Coste sin permutar: 4.271912984911998E7, Coste con permutacion: 4.271135458418733E7

Permutacion Pos1: (13996(Ciudad: 3743)) -> Pos2: (17365(Ciudad: 13567)). Coste sin permutar: 4.271135458418733E7, Coste con permutacion: 4.270267318356084E7

Permutacion Pos1: (17982(Ciudad: 16475)) -> Pos2: (6980(Ciudad: 16405)). Coste sin permutar: 4.270267318356084E7, Coste con permutacion: 4.269357034252715E7

Permutacion Pos1: (17849(Ciudad: 12486)) -> Pos2: (17806(Ciudad: 14046)). Coste sin permutar: 4.269357034252715E7, Coste con permutacion: 4.26834687721256E7

Permutacion Pos1: (8001(Ciudad: 10602)) -> Pos2: (9106(Ciudad: 10472)). Coste sin permutar: 4.26834687721256E7, Coste con permutacion: 4.267456484647705E7

Permutacion Pos1: (10931(Ciudad: 16383)) -> Pos2: (7442(Ciudad: 265)). Coste sin permutar: 4.267456484647705E7, Coste con permutacion: 4.266279488069091E7

Permutacion Pos1: (8839(Ciudad: 11075)) -> Pos2: (12818(Ciudad: 6843)). Coste sin permutar: 4.266279488069091E7, Coste con permutacion: 4.2650779775950484E7

Permutacion Pos1: (15072(Ciudad: 8025)) -> Pos2: (7863(Ciudad: 13826)). Coste sin permutar: 4.2650779775950484E7, Coste con permutacion: 4.263805462729739E7

